PDatTime;Age;TEMP;JTEMP;STIRR;pH;pO2;AIRSP;MFC_B;MFC_C;MFC_D;VALVE_A;O2SP;VALVE_C;VALVE_D;PUMP_A;PUMP_B;SUBS_A;SUBS_B;SUBS_C;PUMPT_A;FOAMT;ACIDT;BASET;SUBST_A;SUBST_B;SUBST_C;VALVET_A;O2SPT;VALVET_C;VALVET_D;EXT_A;EXT_B;BALANCE_A;BALANCE_B;FLOW_A;REDOX;TURB;pHo;pO2o;EO2;ECO2;AIROV;N2SP;CO2SP
;;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value
;(h);(°C);(°C);(rpm);(pH);(%sat);(lpm);(lpm);(lpm);(lpm);(%);(%);(%);(%);(%);(%);(%);(%);(%);(ml);(ml);(ml);(ml);(ml);(ml);(ml);(l);(l);(l);(l);(%);(%);(g);(kg);(g/h);(mV);(AU);(pH);(%sat);(%);(%);(lpm);(%);(lpm)
18.11.2020 09:47:01;0;31,905;33,93;800;5,204;97,39;0,50115;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,50115;0;0
18.11.2020 09:52:01;8,33333333333333E-02;31,8525;31,83125;800;5,173125;91,0401666666667;0,50115;0;0;0;0,5;0;0;0;0;0;0,645833333333333;0;0;0;0,3;0;0;0;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,50115;0;0
18.11.2020 09:57:01;0,166666666666667;31,8975;31,8;800;5,21408333333333;85,2450833333333;0,501075;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0,3;0;0;0,5;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,501075;0;0
18.11.2020 10:02:01;0,25;31,995;31,695;800;5,2466;79,379;0,500925;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0,3;0;0;1,5;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,500925;0;0
18.11.2020 10:07:01;0,333333333333333;31,995;31,95;800;5,20294166666667;73,7475833333333;0,50085;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0,3;0;0;2,5;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,50085;0;0
18.11.2020 10:12:01;0,416666666666667;31,995;31,95;800;5,21210833333333;69,10075;0,500775;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0,3;0;0;3,5;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,500775;0;0
18.11.2020 10:17:01;0,5;31,995;31,995;800;5,212325;64,4690833333333;0,500925;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0,3;0;0;5;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,500925;0;0
18.11.2020 10:22:01;0,583333333333333;31,995;31,95;800;5,2008;59,7686666666667;0,50115;0;0;0;0,5;0;0;0;0;0;2,5;0;0;0;0,3;0;0;6,5;0;0;0;9841;0;0;0;0;0;0;0;0;0;-2,00000000000422E-04;0;0;0;0,50115;0;0
